7287['138000', 'QD', '14.10.2000', '   4.4100']
7294['138000', 'QD', '21.10.2000', '   5.0000']
7301['138000', 'QD', '28.10.2000', '   5.6500']
7308['138000', 'QD', '04.11.2000', '   4.1100']
7315['138000', 'QD', '11.11.2000', '   3.6500']
7322['138000', 'QD', '18.11.2000', '   3.6800']
7329['138000', 'QD', '25.11.2000', '   4.4500']
7336['138000', 'QD', '02.12.2000', '   4.2200']
7343['138000', 'QD', '09.12.2000', '   3.5000']
7350['138000', 'QD', '16.12.2000', '   8.3100']
7357['138000', 'QD', '23.12.2000', '   3.4100']
7364['138000', 'QD', '30.12.2000', '   2.9900']
7371['138000', 'QD', '06.01.2001', '  10.3000']
7378['138000', 'QD', '13.01.2001', '   4.3100']
7385['138000', 'QD', '20.01.2001', '   3.3800']
7392['138000', 'QD', '27.01.2001', '   4.2800']
7399['138000', 'QD', '03.02.2001', '   4.2200']
7406['138000', 'QD', '10.02.2001', '   7.7100']
7413['138000', 'QD', '17.02.2001', '   5.9300']
7420['138000', 'QD', '24.02.2001', '   4.6000']
7427['138000', 'QD', '03.03.2001', '   4.2300']
7434['138000', 'QD', '10.03.2001', '   8.6800']
7441['138000', 'QD', '17.03.2001', '  15.3000']
7448['138000', 'QD', '24.03.2001', '  38.5000']
7455['138000', 'QD', '31.03.2001', '  14.8000']
7462['138000', 'QD', '07.04.2001', '  15.8000']
7469['138000', 'QD', '14.04.2001', '  13.5000']
7476['138000', 'QD', '21.04.2001', '  13.0000']
7483['138000', 'QD', '28.04.2001', '  16.4000']
7490['138000', 'QD', '05.05.2001', '  15.6000']
7497['138000', 'QD', '12.05.2001', '   9.3100']
7504['138000', 'QD', '19.05.2001', '  15.0000']
7511['138000', 'QD', '26.05.2001', '   6.4200']
7518['138000', 'QD', '02.06.2001', '   6.5800']
7525['138000', 'QD', '09.06.2001', '  11.8000']
7532['138000', 'QD', '16.06.2001', '   8.4100']
7539['138000', 'QD', '23.06.2001', '   8.2800']
7546['138000', 'QD', '30.06.2001', '   6.3800']
7553['138000', 'QD', '07.07.2001', '   6.0100']
7560['138000', 'QD', '14.07.2001', '   6.8300']
7567['138000', 'QD', '21.07.2001', '  11.4000']
7574['138000', 'QD', '28.07.2001', '   5.4700']
7581['138000', 'QD', '04.08.2001', '   5.6900']
7588['138000', 'QD', '11.08.2001', '   9.7700']
7595['138000', 'QD', '18.08.2001', '   6.2700']
7602['138000', 'QD', '25.08.2001', '   4.8500']
7609['138000', 'QD', '01.09.2001', '  18.1000']
7616['138000', 'QD', '08.09.2001', '  23.6000']
7623['138000', 'QD', '15.09.2001', '  14.5000']
7630['138000', 'QD', '22.09.2001', '  10.6000']
7637['138000', 'QD', '29.09.2001', '   7.0600']
7644['138000', 'QD', '06.10.2001', '   6.9000']
7651['138000', 'QD', '13.10.2001', '   6.0400']
7658['138000', 'QD', '20.10.2001', '   5.0800']
7665['138000', 'QD', '27.10.2001', '   5.8600']
7672['138000', 'QD', '03.11.2001', '   5.9700']
7679['138000', 'QD', '10.11.2001', '  12.5000']
7686['138000', 'QD', '17.11.2001', '   6.4700']
7693['138000', 'QD', '24.11.2001', '   6.6900']
7700['138000', 'QD', '01.12.2001', '   7.5700']
7707['138000', 'QD', '08.12.2001', '  12.1000']
7714['138000', 'QD', '15.12.2001', '   5.9500']
7721['138000', 'QD', '22.12.2001', '   3.9500']
7728['138000', 'QD', '29.12.2001', '   4.1000']
7735['138000', 'QD', '05.01.2002', '   3.6100']
7742['138000', 'QD', '12.01.2002', '   3.5300']
7749['138000', 'QD', '19.01.2002', '   3.4200']
7756['138000', 'QD', '26.01.2002', '  12.3000']
7763['138000', 'QD', '02.02.2002', '  20.5000']
7770['138000', 'QD', '09.02.2002', '  17.5000']
7777['138000', 'QD', '16.02.2002', '  24.1000']
7784['138000', 'QD', '23.02.2002', '  20.2000']
7791['138000', 'QD', '02.03.2002', '  23.1000']
7798['138000', 'QD', '09.03.2002', '  19.1000']
7805['138000', 'QD', '16.03.2002', '  17.1000']
7812['138000', 'QD', '23.03.2002', '  59.3000']
7819['138000', 'QD', '30.03.2002', '  23.2000']
7826['138000', 'QD', '06.04.2002', '  20.0000']
7833['138000', 'QD', '13.04.2002', '  19.8000']
7840['138000', 'QD', '20.04.2002', '  26.7000']
7847['138000', 'QD', '27.04.2002', '  60.0000']
7854['138000', 'QD', '04.05.2002', '  26.9000']
7861['138000', 'QD', '11.05.2002', '  19.6000']
7868['138000', 'QD', '18.05.2002', '  10.9000']
7875['138000', 'QD', '25.05.2002', '   9.0600']
7882['138000', 'QD', '01.06.2002', '   7.8200']
7889['138000', 'QD', '08.06.2002', '  39.4000']
7896['138000', 'QD', '15.06.2002', '   7.2500']
7903['138000', 'QD', '22.06.2002', '   6.6000']
7910['138000', 'QD', '29.06.2002', '   6.1700']
7917['138000', 'QD', '06.07.2002', '   6.6100']
7924['138000', 'QD', '13.07.2002', '   5.2800']
7931['138000', 'QD', '20.07.2002', '   6.2100']
7938['138000', 'QD', '27.07.2002', '   5.2500']
7945['138000', 'QD', '03.08.2002', '   4.6700']
7952['138000', 'QD', '10.08.2002', '  21.9000']
7959['138000', 'QD', '17.08.2002', '  28.9000']
7966['138000', 'QD', '24.08.2002', '  16.5000']
7973['138000', 'QD', '31.08.2002', '  15.6000']
7980['138000', 'QD', '07.09.2002', '  13.8000']
7987['138000', 'QD', '14.09.2002', '   9.2100']
7994['138000', 'QD', '21.09.2002', '  11.6000']
8001['138000', 'QD', '28.09.2002', '  21.4000']
8008['138000', 'QD', '05.10.2002', '  18.3000']
8015['138000', 'QD', '12.10.2002', '  14.7000']
8022['138000', 'QD', '19.10.2002', '  26.7000']
8029['138000', 'QD', '26.10.2002', '  35.3000']
8036['138000', 'QD', '02.11.2002', '  22.2000']
8043['138000', 'QD', '09.11.2002', '  18.7000']
8050['138000', 'QD', '16.11.2002', '  20.1000']
8057['138000', 'QD', '23.11.2002', '  21.4000']
8064['138000', 'QD', '30.11.2002', '  14.0000']
8071['138000', 'QD', '07.12.2002', '  11.7000']
8078['138000', 'QD', '14.12.2002', '   7.9700']
8085['138000', 'QD', '21.12.2002', '   8.3500']
8092['138000', 'QD', '28.12.2002', '   9.5900']
8099['138000', 'QD', '04.01.2003', '  45.4000']
8106['138000', 'QD', '11.01.2003', '  14.8000']
8113['138000', 'QD', '18.01.2003', '  12.7000']
8120['138000', 'QD', '25.01.2003', '  10.1000']
8127['138000', 'QD', '01.02.2003', '   9.4800']
8134['138000', 'QD', '08.02.2003', '   8.0500']
8141['138000', 'QD', '15.02.2003', '   5.5300']
8148['138000', 'QD', '22.02.2003', '   5.2500']
8155['138000', 'QD', '01.03.2003', '   5.1600']
8162['138000', 'QD', '08.03.2003', '   6.7500']
8169['138000', 'QD', '15.03.2003', '  10.0000']
8176['138000', 'QD', '22.03.2003', '   7.8000']
8183['138000', 'QD', '29.03.2003', '  12.3000']
8190['138000', 'QD', '05.04.2003', '   9.7400']
8197['138000', 'QD', '12.04.2003', '   8.0300']
8204['138000', 'QD', '19.04.2003', '  11.5000']
8211['138000', 'QD', '26.04.2003', '   9.4800']
8218['138000', 'QD', '03.05.2003', '   8.0800']
8225['138000', 'QD', '10.05.2003', '   7.7200']
8232['138000', 'QD', '17.05.2003', '   6.8200']
8239['138000', 'QD', '24.05.2003', '   6.1400']
8246['138000', 'QD', '31.05.2003', '   4.7500']
8253['138000', 'QD', '07.06.2003', '   8.2900']
8260['138000', 'QD', '14.06.2003', '   8.0000']
8267['138000', 'QD', '21.06.2003', '   6.1000']
8274['138000', 'QD', '28.06.2003', '   4.1900']
8281['138000', 'QD', '05.07.2003', '   4.1000']
8288['138000', 'QD', '12.07.2003', '   3.6800']
8295['138000', 'QD', '19.07.2003', '   3.1200']
8302['138000', 'QD', '26.07.2003', '   3.5400']
8309['138000', 'QD', '02.08.2003', '   4.5300']
8316['138000', 'QD', '09.08.2003', '   2.8300']
8323['138000', 'QD', '16.08.2003', '   2.6500']
8330['138000', 'QD', '23.08.2003', '   2.4800']
8337['138000', 'QD', '30.08.2003', '   2.7200']
8344['138000', 'QD', '06.09.2003', '   2.3100']
8351['138000', 'QD', '13.09.2003', '   3.4700']
8358['138000', 'QD', '20.09.2003', '   2.2800']
8365['138000', 'QD', '27.09.2003', '   2.2000']
8372['138000', 'QD', '04.10.2003', '   2.8100']
8379['138000', 'QD', '11.10.2003', '  16.0000']
8386['138000', 'QD', '18.10.2003', '   4.3000']
8393['138000', 'QD', '25.10.2003', '   3.6200']
8400['138000', 'QD', '01.11.2003', '   3.3200']
8407['138000', 'QD', '08.11.2003', '   3.5200']
8414['138000', 'QD', '15.11.2003', '   2.9200']
8421['138000', 'QD', '22.11.2003', '   3.3200']
8428['138000', 'QD', '29.11.2003', '   3.8500']
8435['138000', 'QD', '06.12.2003', '   3.1100']
8442['138000', 'QD', '13.12.2003', '   4.2000']
8449['138000', 'QD', '20.12.2003', '   4.8200']
8456['138000', 'QD', '27.12.2003', '   3.6000']
8463['138000', 'QD', '03.01.2004', '   3.0500']
8470['138000', 'QD', '10.01.2004', '   3.0800']
8477['138000', 'QD', '17.01.2004', '  10.1000']
8484['138000', 'QD', '24.01.2004', '   4.5600']
8491['138000', 'QD', '31.01.2004', '   3.6000']
8498['138000', 'QD', '07.02.2004', '  24.1000']
8505['138000', 'QD', '14.02.2004', '   9.8500']
8512['138000', 'QD', '21.02.2004', '   7.2100']
8519['138000', 'QD', '28.02.2004', '   6.7100']
8526['138000', 'QD', '06.03.2004', '   5.4700']
8533['138000', 'QD', '13.03.2004', '   5.8500']
8540['138000', 'QD', '20.03.2004', '  34.9000']
8547['138000', 'QD', '27.03.2004', '  12.5000']
8554['138000', 'QD', '03.04.2004', '  21.8000']
8561['138000', 'QD', '10.04.2004', '  17.6000']
8568['138000', 'QD', '17.04.2004', '  19.1000']
8575['138000', 'QD', '24.04.2004', '  38.9000']
8582['138000', 'QD', '01.05.2004', '  22.2000']
8589['138000', 'QD', '08.05.2004', '  20.7000']
8596['138000', 'QD', '15.05.2004', '  11.5000']
8603['138000', 'QD', '22.05.2004', '  13.2000']
8610['138000', 'QD', '29.05.2004', '   7.8400']
8617['138000', 'QD', '05.06.2004', '  25.2000']
8624['138000', 'QD', '12.06.2004', '  13.8000']
8631['138000', 'QD', '19.06.2004', '   9.5900']
8638['138000', 'QD', '26.06.2004', '   7.7900']
8645['138000', 'QD', '03.07.2004', '   6.9800']
8652['138000', 'QD', '10.07.2004', '   6.9900']
8659['138000', 'QD', '17.07.2004', '   6.6000']
8666['138000', 'QD', '24.07.2004', '   5.2100']
8673['138000', 'QD', '31.07.2004', '   4.1700']
8680['138000', 'QD', '07.08.2004', '   3.7700']
8687['138000', 'QD', '14.08.2004', '   4.2700']
8694['138000', 'QD', '21.08.2004', '   4.9800']
8701['138000', 'QD', '28.08.2004', '   4.4300']
8708['138000', 'QD', '04.09.2004', '   3.4100']
8715['138000', 'QD', '11.09.2004', '   2.9900']
8722['138000', 'QD', '18.09.2004', '   3.0200']
8729['138000', 'QD', '25.09.2004', '   8.9400']
8736['138000', 'QD', '02.10.2004', '   4.7900']
8743['138000', 'QD', '09.10.2004', '   5.0200']
8750['138000', 'QD', '16.10.2004', '   4.2400']
8757['138000', 'QD', '23.10.2004', '   4.3200']
8764['138000', 'QD', '30.10.2004', '   4.0000']
8771['138000', 'QD', '06.11.2004', '   3.8000']
8778['138000', 'QD', '13.11.2004', '   5.4200']
8785['138000', 'QD', '20.11.2004', '  11.5000']
8792['138000', 'QD', '27.11.2004', '   8.2600']
8799['138000', 'QD', '04.12.2004', '   6.1300']
8806['138000', 'QD', '11.12.2004', '   4.2500']
8813['138000', 'QD', '18.12.2004', '   3.7300']
8820['138000', 'QD', '25.12.2004', '  10.1000']
8827['138000', 'QD', '01.01.2005', '   5.4500']
8834['138000', 'QD', '08.01.2005', '   7.6100']
8841['138000', 'QD', '15.01.2005', '   6.9700']
8848['138000', 'QD', '22.01.2005', '  11.5000']
8855['138000', 'QD', '29.01.2005', '   5.7000']
8862['138000', 'QD', '05.02.2005', '   4.1400']
8869['138000', 'QD', '12.02.2005', '  14.0000']
8876['138000', 'QD', '19.02.2005', '   9.6200']
8883['138000', 'QD', '26.02.2005', '   6.7000']
8890['138000', 'QD', '05.03.2005', '   4.5900']
8897['138000', 'QD', '12.03.2005', '   3.2100']
8904['138000', 'QD', '19.03.2005', '  43.7000']
8911['138000', 'QD', '26.03.2005', '  24.9000']
8918['138000', 'QD', '02.04.2005', '  21.0000']
8925['138000', 'QD', '09.04.2005', '  31.1000']
8932['138000', 'QD', '16.04.2005', '  31.3000']
8939['138000', 'QD', '23.04.2005', '  23.6000']
8946['138000', 'QD', '30.04.2005', '  27.0000']
8953['138000', 'QD', '07.05.2005', '  27.0000']
8960['138000', 'QD', '14.05.2005', '  16.2000']
8967['138000', 'QD', '21.05.2005', '  13.6000']
8974['138000', 'QD', '28.05.2005', '   9.7200']
8981['138000', 'QD', '04.06.2005', '   8.0200']
8988['138000', 'QD', '11.06.2005', '   7.2600']
8995['138000', 'QD', '18.06.2005', '   6.7100']
9002['138000', 'QD', '25.06.2005', '   6.5900']
9009['138000', 'QD', '02.07.2005', '  13.3000']
9016['138000', 'QD', '09.07.2005', '  13.2000']
9023['138000', 'QD', '16.07.2005', '   9.4000']
9030['138000', 'QD', '23.07.2005', '   8.4400']
9037['138000', 'QD', '30.07.2005', '   8.5600']
9044['138000', 'QD', '06.08.2005', '   7.7300']
9051['138000', 'QD', '13.08.2005', '   5.8400']
9058['138000', 'QD', '20.08.2005', '   7.7500']
9065['138000', 'QD', '27.08.2005', '  15.6000']
9072['138000', 'QD', '03.09.2005', '  13.1000']
9079['138000', 'QD', '10.09.2005', '   8.1600']
9086['138000', 'QD', '17.09.2005', '  23.0000']
9093['138000', 'QD', '24.09.2005', '   7.7900']
9100['138000', 'QD', '01.10.2005', '   8.5200']
9107['138000', 'QD', '08.10.2005', '   8.0000']
9114['138000', 'QD', '15.10.2005', '   6.5000']
9121['138000', 'QD', '22.10.2005', '   6.2800']
9128['138000', 'QD', '29.10.2005', '   6.3400']
9135['138000', 'QD', '05.11.2005', '   5.5400']
9142['138000', 'QD', '12.11.2005', '   5.0900']
9149['138000', 'QD', '19.11.2005', '   5.0000']
9156['138000', 'QD', '26.11.2005', '   4.1500']
9163['138000', 'QD', '03.12.2005', '   3.3800']
9170['138000', 'QD', '10.12.2005', '   4.1200']
9177['138000', 'QD', '17.12.2005', '   3.8400']
9184['138000', 'QD', '24.12.2005', '   4.2200']
9191['138000', 'QD', '31.12.2005', '   3.6800']
9198['138000', 'QD', '07.01.2006', '   3.5100']
9205['138000', 'QD', '14.01.2006', '   3.0700']
9212['138000', 'QD', '21.01.2006', '   2.8500']
9219['138000', 'QD', '28.01.2006', '   2.6900']
9226['138000', 'QD', '04.02.2006', '   2.5800']
9233['138000', 'QD', '11.02.2006', '   2.6900']
9240['138000', 'QD', '18.02.2006', '   5.0000']
9247['138000', 'QD', '25.02.2006', '   4.1500']
9254['138000', 'QD', '04.03.2006', '   4.1400']
9261['138000', 'QD', '11.03.2006', '   8.5700']
9268['138000', 'QD', '18.03.2006', '   5.2500']
9275['138000', 'QD', '25.03.2006', '   6.4900']
9282['138000', 'QD', '01.04.2006', '  69.0000']
9289['138000', 'QD', '08.04.2006', '  18.8000']
9296['138000', 'QD', '15.04.2006', '  59.0000']
9303['138000', 'QD', '22.04.2006', '  40.5000']
9310['138000', 'QD', '29.04.2006', '  61.5000']
9317['138000', 'QD', '06.05.2006', '  41.0000']
9324['138000', 'QD', '13.05.2006', '  26.9000']
9331['138000', 'QD', '20.05.2006', '  19.9000']
9338['138000', 'QD', '27.05.2006', '  88.6000']
9345['138000', 'QD', '03.06.2006', '  19.5000']
9352['138000', 'QD', '10.06.2006', '  12.9000']
9359['138000', 'QD', '17.06.2006', '  16.1000']
9366['138000', 'QD', '24.06.2006', '   9.1000']
9373['138000', 'QD', '01.07.2006', '  22.3000']
9380['138000', 'QD', '08.07.2006', '  13.6000']
9387['138000', 'QD', '15.07.2006', '   8.8500']
9394['138000', 'QD', '22.07.2006', '   6.7700']
9401['138000', 'QD', '29.07.2006', '   9.2900']
9408['138000', 'QD', '05.08.2006', '   8.4900']
9415['138000', 'QD', '12.08.2006', '  11.0000']
9422['138000', 'QD', '19.08.2006', '   7.6300']
9429['138000', 'QD', '26.08.2006', '   8.2100']
9436['138000', 'QD', '02.09.2006', '   8.6900']
9443['138000', 'QD', '09.09.2006', '   6.8900']
9450['138000', 'QD', '16.09.2006', '   6.1300']
9457['138000', 'QD', '23.09.2006', '   5.8400']
9464['138000', 'QD', '30.09.2006', '   5.4300']
9471['138000', 'QD', '07.10.2006', '   5.6300']
9478['138000', 'QD', '14.10.2006', '   5.3000']
9485['138000', 'QD', '21.10.2006', '   4.3700']
9492['138000', 'QD', '28.10.2006', '   4.7900']
9499['138000', 'QD', '04.11.2006', '   4.7300']
9506['138000', 'QD', '11.11.2006', '   6.6800']
9513['138000', 'QD', '18.11.2006', '   6.6100']
9520['138000', 'QD', '25.11.2006', '   6.1500']
9527['138000', 'QD', '02.12.2006', '   4.8800']
9534['138000', 'QD', '09.12.2006', '   6.0300']
9541['138000', 'QD', '16.12.2006', '   5.5600']
9548['138000', 'QD', '23.12.2006', '   4.7600']
9555['138000', 'QD', '30.12.2006', '   4.5100']
9562['138000', 'QD', '06.01.2007', '  13.4000']
9569['138000', 'QD', '13.01.2007', '  15.8000']
9576['138000', 'QD', '20.01.2007', '  33.1000']
9583['138000', 'QD', '27.01.2007', '  11.7000']
9590['138000', 'QD', '03.02.2007', '  10.6000']
9597['138000', 'QD', '10.02.2007', '   9.4300']
9604['138000', 'QD', '17.02.2007', '  12.2000']
9611['138000', 'QD', '24.02.2007', '   9.3900']
9618['138000', 'QD', '03.03.2007', '  25.9000']
9625['138000', 'QD', '10.03.2007', '  17.7000']
9632['138000', 'QD', '17.03.2007', '  14.0000']
9639['138000', 'QD', '24.03.2007', '  12.7000']
9646['138000', 'QD', '31.03.2007', '  14.0000']
9653['138000', 'QD', '07.04.2007', '  13.4000']
9660['138000', 'QD', '14.04.2007', '  17.1000']
9667['138000', 'QD', '21.04.2007', '   9.4500']
9674['138000', 'QD', '28.04.2007', '   7.5300']
9681['138000', 'QD', '05.05.2007', '   8.0700']
9688['138000', 'QD', '12.05.2007', '   8.7600']
9695['138000', 'QD', '19.05.2007', '   7.9200']
9702['138000', 'QD', '26.05.2007', '   6.3200']
9709['138000', 'QD', '02.06.2007', '   6.6900']
9716['138000', 'QD', '09.06.2007', '   5.4600']
9723['138000', 'QD', '16.06.2007', '   8.7700']
9730['138000', 'QD', '23.06.2007', '   6.0200']
9737['138000', 'QD', '30.06.2007', '   5.5600']
9744['138000', 'QD', '07.07.2007', '  13.8000']
9751['138000', 'QD', '14.07.2007', '   7.6800']
9758['138000', 'QD', '21.07.2007', '   6.3600']
9765['138000', 'QD', '28.07.2007', '   6.1500']
9772['138000', 'QD', '04.08.2007', '   5.9400']
9779['138000', 'QD', '11.08.2007', '   7.2600']
9786['138000', 'QD', '18.08.2007', '   6.0400']
9793['138000', 'QD', '25.08.2007', '   5.2400']
9800['138000', 'QD', '01.09.2007', '   5.3000']
9807['138000', 'QD', '08.09.2007', '  12.8000']
9814['138000', 'QD', '15.09.2007', '   9.0800']
9821['138000', 'QD', '22.09.2007', '   7.4600']
9828['138000', 'QD', '29.09.2007', '  26.9000']
9835['138000', 'QD', '06.10.2007', '   7.1400']
9842['138000', 'QD', '13.10.2007', '   6.3000']
9849['138000', 'QD', '20.10.2007', '   6.8200']
9856['138000', 'QD', '27.10.2007', '  12.5000']
9863['138000', 'QD', '03.11.2007', '   7.7500']
9870['138000', 'QD', '10.11.2007', '  16.0000']
9877['138000', 'QD', '17.11.2007', '  11.4000']
9884['138000', 'QD', '24.11.2007', '  12.4000']
9891['138000', 'QD', '01.12.2007', '  10.7000']
9898['138000', 'QD', '08.12.2007', '  59.8000']
9905['138000', 'QD', '15.12.2007', '  16.3000']
9912['138000', 'QD', '22.12.2007', '  11.1000']
9919['138000', 'QD', '29.12.2007', '   8.5500']
9926['138000', 'QD', '05.01.2008', '   6.9500']
9933['138000', 'QD', '12.01.2008', '   7.2900']
9940['138000', 'QD', '19.01.2008', '  19.3000']
9947['138000', 'QD', '26.01.2008', '  12.1000']
9954['138000', 'QD', '02.02.2008', '  11.0000']
9961['138000', 'QD', '09.02.2008', '  11.0000']
9968['138000', 'QD', '16.02.2008', '   7.8200']
9975['138000', 'QD', '23.02.2008', '  12.1000']
9982['138000', 'QD', '01.03.2008', ' 129.0000']
9989['138000', 'QD', '08.03.2008', '  17.3000']
9996['138000', 'QD', '15.03.2008', '  25.0000']
10003['138000', 'QD', '22.03.2008', '  17.8000']
10010['138000', 'QD', '29.03.2008', '  14.4000']
10017['138000', 'QD', '05.04.2008', '  17.9000']
10024['138000', 'QD', '12.04.2008', '  27.3000']
10031['138000', 'QD', '19.04.2008', '  17.3000']
10038['138000', 'QD', '26.04.2008', '  25.6000']
10045['138000', 'QD', '03.05.2008', '  19.3000']
10052['138000', 'QD', '10.05.2008', '  15.7000']
10059['138000', 'QD', '17.05.2008', '  10.4000']
10066['138000', 'QD', '24.05.2008', '  10.1000']
10073['138000', 'QD', '31.05.2008', '   7.4500']
10080['138000', 'QD', '07.06.2008', '   8.9100']
10087['138000', 'QD', '14.06.2008', '   8.5300']
10094['138000', 'QD', '21.06.2008', '   6.2100']
10101['138000', 'QD', '28.06.2008', '   5.6600']
10108['138000', 'QD', '05.07.2008', '   6.2500']
10115['138000', 'QD', '12.07.2008', '   9.8500']
10122['138000', 'QD', '19.07.2008', '   6.8500']
10129['138000', 'QD', '26.07.2008', '   6.3400']
10136['138000', 'QD', '02.08.2008', '   7.3400']
10143['138000', 'QD', '09.08.2008', '   8.7000']
10150['138000', 'QD', '16.08.2008', '  18.5000']
10157['138000', 'QD', '23.08.2008', '   6.6600']
10164['138000', 'QD', '30.08.2008', '   5.6300']
10171['138000', 'QD', '06.09.2008', '   5.0600']
10178['138000', 'QD', '13.09.2008', '   4.5700']
10185['138000', 'QD', '20.09.2008', '   4.9400']
10192['138000', 'QD', '27.09.2008', '   5.7900']
10199['138000', 'QD', '04.10.2008', '  10.7000']
10206['138000', 'QD', '11.10.2008', '   5.6400']
10213['138000', 'QD', '18.10.2008', '   7.0200']
10220['138000', 'QD', '25.10.2008', '   5.4900']
10227['138000', 'QD', '01.11.2008', '   5.9400']
10234['138000', 'QD', '08.11.2008', '   4.7300']
10241['138000', 'QD', '15.11.2008', '   5.6300']
10248['138000', 'QD', '22.11.2008', '  11.6000']
10255['138000', 'QD', '29.11.2008', '   5.8400']
10262['138000', 'QD', '06.12.2008', '   5.4600']
10269['138000', 'QD', '13.12.2008', '   5.0900']
10276['138000', 'QD', '20.12.2008', '   4.9800']
10283['138000', 'QD', '27.12.2008', '   5.3900']
10290['138000', 'QD', '03.01.2009', '   3.9400']
10297['138000', 'QD', '10.01.2009', '   3.6100']
10304['138000', 'QD', '17.01.2009', '   3.4900']
10311['138000', 'QD', '24.01.2009', '   3.5300']
10318['138000', 'QD', '31.01.2009', '   3.2000']
10325['138000', 'QD', '07.02.2009', '   3.7400']
10332['138000', 'QD', '14.02.2009', '   3.7200']
10339['138000', 'QD', '21.02.2009', '   3.6000']
10346['138000', 'QD', '28.02.2009', '   5.6500']
10353['138000', 'QD', '07.03.2009', '   8.2300']
10360['138000', 'QD', '14.03.2009', '   7.2700']
10367['138000', 'QD', '21.03.2009', '   7.3400']
10374['138000', 'QD', '28.03.2009', '  11.6000']
10381['138000', 'QD', '04.04.2009', '  29.9000']
10388['138000', 'QD', '11.04.2009', '  44.0000']
10395['138000', 'QD', '18.04.2009', ' 126.0000']
10402['138000', 'QD', '25.04.2009', '  28.2000']
10409['138000', 'QD', '02.05.2009', '  23.8000']
10416['138000', 'QD', '09.05.2009', '  16.5000']
10423['138000', 'QD', '16.05.2009', '  16.3000']
10430['138000', 'QD', '23.05.2009', '  10.6000']
10437['138000', 'QD', '30.05.2009', '  33.3000']
10444['138000', 'QD', '06.06.2009', '  11.5000']
10451['138000', 'QD', '13.06.2009', '   9.8300']
10458['138000', 'QD', '20.06.2009', '   9.1200']
10465['138000', 'QD', '27.06.2009', '  56.4000']
10472['138000', 'QD', '04.07.2009', '  36.0000']
10479['138000', 'QD', '11.07.2009', '  22.7000']
10486['138000', 'QD', '18.07.2009', '  22.6000']
10493['138000', 'QD', '25.07.2009', '  19.5000']
10500['138000', 'QD', '01.08.2009', '   9.8500']
10507['138000', 'QD', '08.08.2009', '   9.1000']
10514['138000', 'QD', '15.08.2009', '   8.9300']
10521['138000', 'QD', '22.08.2009', '  11.0000']
10528['138000', 'QD', '29.08.2009', '   7.6500']
10535['138000', 'QD', '05.09.2009', '   9.8300']
10542['138000', 'QD', '12.09.2009', '   5.4900']
10549['138000', 'QD', '19.09.2009', '   6.1300']
10556['138000', 'QD', '26.09.2009', '   4.7700']
10563['138000', 'QD', '03.10.2009', '   4.7500']
10570['138000', 'QD', '10.10.2009', '   6.2600']
10577['138000', 'QD', '17.10.2009', '   6.5300']
10584['138000', 'QD', '24.10.2009', '  10.7000']
10591['138000', 'QD', '31.10.2009', '   5.2200']
10598['138000', 'QD', '07.11.2009', '   6.3300']
10605['138000', 'QD', '14.11.2009', '   6.7600']
10612['138000', 'QD', '21.11.2009', '   5.6100']
10619['138000', 'QD', '28.11.2009', '   6.6600']
10626['138000', 'QD', '05.12.2009', '   5.8200']
10633['138000', 'QD', '12.12.2009', '   9.2300']
10640['138000', 'QD', '19.12.2009', '   5.1800']
10647['138000', 'QD', '26.12.2009', '   5.8900']
10654['138000', 'QD', '02.01.2010', '  11.9000']
10661['138000', 'QD', '09.01.2010', '   5.9700']
10668['138000', 'QD', '16.01.2010', '   4.8500']
10675['138000', 'QD', '23.01.2010', '   4.0900']
10682['138000', 'QD', '30.01.2010', '   3.6200']
10689['138000', 'QD', '06.02.2010', '   3.6800']
10696['138000', 'QD', '13.02.2010', '   3.5500']
10703['138000', 'QD', '20.02.2010', '   3.4800']
10710['138000', 'QD', '27.02.2010', '   6.6200']
10717['138000', 'QD', '06.03.2010', '   5.2000']
10724['138000', 'QD', '13.03.2010', '   4.9000']
10731['138000', 'QD', '20.03.2010', '   7.0100']
10738['138000', 'QD', '27.03.2010', '  38.6000']
10745['138000', 'QD', '03.04.2010', '  14.9000']
10752['138000', 'QD', '10.04.2010', '  15.0000']
10759['138000', 'QD', '17.04.2010', '  16.8000']
10766['138000', 'QD', '24.04.2010', '  13.6000']
10773['138000', 'QD', '01.05.2010', '  17.8000']
10780['138000', 'QD', '08.05.2010', '  12.5000']
10787['138000', 'QD', '15.05.2010', '  16.2000']
10794['138000', 'QD', '22.05.2010', '  10.1000']
10801['138000', 'QD', '29.05.2010', '   9.9900']
10808['138000', 'QD', '05.06.2010', '  26.8000']
10815['138000', 'QD', '12.06.2010', '  12.9000']
10822['138000', 'QD', '19.06.2010', '  16.4000']
10829['138000', 'QD', '26.06.2010', '   9.4500']
10836['138000', 'QD', '03.07.2010', '   7.2800']
10843['138000', 'QD', '10.07.2010', '   6.1900']
10850['138000', 'QD', '17.07.2010', '   9.4400']
10857['138000', 'QD', '24.07.2010', '  33.1000']
10864['138000', 'QD', '31.07.2010', '  13.0000']
10871['138000', 'QD', '07.08.2010', '  40.9000']
10878['138000', 'QD', '14.08.2010', '  15.2000']
10885['138000', 'QD', '21.08.2010', '  11.7000']
10892['138000', 'QD', '28.08.2010', '  20.3000']
10899['138000', 'QD', '04.09.2010', '  12.1000']
10906['138000', 'QD', '11.09.2010', '  10.1000']
